Fold1,Mean±Std
80.83,80.83±nan
30.83,30.83±nan
94.17,94.17±nan
100.00,100.00±nan
94.17,94.17±nan
100.00,100.00±nan
100.00,100.00±nan
100.00,100.00±nan
90.00,90.00±nan
90.00,90.00±nan
88.00,88.00±19.95
